id;x;y
526;714214.9;1309176.4
527;474724.0;1223602.5
528;428498.5;1291902.4
529;780419.1;1285646.2
530;1262449.4;1405276.0
531;1258690.7;991120.0
532;717574.2;1185494.6
533;749435.8;1450575.1
534;1391791.1;1269307.9
535;626817.9;941402.4
536;939029.0;910074.2
537;563170.6;1242830.0
538;1330182.3;1295034.2
539;1115548.9;1060401.2
540;1259726.7;866403.5
541;1195262.5;1422234.8
542;998490.0;1336896.3
543;813280.8;577594.5
544;498343.0;1424702.5
545;1075887.2;1168073.4
546;752336.0;708376.1
547;589414.5;1432404.1
548;466952.3;1492611.3
549;1200238.6;1294042.1
550;615543.5;938431.4
551;1177817.3;1100768.9
552;574837.3;744395.9
553;1154769.3;837190.4
554;590075.4;1330873.6
555;1459184.8;1342056.2
556;517816.6;1039418.7
557;1143932.5;1341993.4
558;1375167.9;1229508.7
559;1482041.6;1447945.0
560;474592.4;1369485.5
561;660547.7;739001.7
562;735254.4;494309.9
563;973626.6;1116389.0
564;1131554.0;1244330.6
565;756851.2;640967.9
566;552593.4;1282747.8
567;1091704.8;1229114.3
568;694090.0;714510.8
569;1048976.1;995272.9
570;1110518.8;878137.2
571;615419.3;1299529.5
572;537130.7;1359820.2
573;1116219.3;1456835.9
574;835083.1;871266.8
575;1076564.3;1039717.9
576;833200.0;830486.9
577;1256436.8;896750.6
578;769189.8;1109292.8
579;351663.7;825626.8
580;1004799.5;970419.8
581;851183.3;1340394.1
582;1096564.5;1075432.9
583;677977.5;1265263.6
584;1294446.2;904569.5
585;840496.3;811392.5
586;872505.8;1401085.1
587;740410.7;484997.5
588;639428.1;964756.4
589;900267.7;1125946.3
590;1068693.4;749098.0
591;765580.6;1158972.3
592;790193.3;556039.5
593;739461.0;1250376.7
594;1543038.5;1393347.9
595;883877.1;1123894.4
596;1174251.4;1461130.9
597;468362.9;857157.4
598;381540.2;866052.8
599;574585.0;1474017.8
600;1483474.5;1455071.5
601;804089.1;640953.3
602;673280.6;1228017.4
603;904490.7;983906.9
604;875438.9;1266997.9
605;1441713.6;1158795.0
606;982352.6;730381.0
607;968681.1;1233414.5
608;706637.5;626098.8
609;943860.7;613760.0
610;556241.6;1129380.5
611;1348060.2;1328105.6
612;865776.6;1257681.8
613;367620.1;854781.9
614;966048.7;725880.8
615;587443.4;1491536.9
616;843064.8;875552.5
617;1507185.6;1487474.6
618;987358.0;1426319.5
619;1306993.0;1396781.7
620;829127.4;1088451.5
621;888725.4;1396651.7
622;782524.0;679939.2
623;1113002.0;927357.7
624;1030562.1;759952.2
625;476554.8;1243305.9
626;1308471.4;1051456.7
627;1213445.6;820382.5
628;1185031.3;1290403.5
629;528738.4;1301793.0
630;963809.4;836832.3
631;1104396.3;1245370.2
632;462852.2;825367.7
633;1211825.1;1053094.9
634;991331.5;720448.8
635;1387329.6;1388727.5
636;640732.7;1229020.0
637;725724.1;1100695.7
638;719304.7;1000032.9
639;426838.8;1086908.6
640;867486.3;1417785.2
641;739023.3;771320.6
642;1127561.1;1060258.7
643;973696.0;1422514.1
644;1326073.8;1402675.5
645;1099122.3;970665.9
646;591694.5;1002546.7
647;369871.5;1041263.1
648;1208845.1;1205114.3
649;1332056.0;1273394.6
650;1119441.6;813649.2
651;503929.8;706687.3
652;1093835.9;775919.6
653;1145877.5;862336.4
654;830866.4;1355677.8
655;542786.3;734014.6
656;544224.3;701211.1
657;1470547.8;1124319.1
658;466638.0;1271776.1
659;583081.5;896086.4
660;320614.9;947118.0
661;345946.8;735320.9
662;788058.9;1162431.6
663;737743.6;953681.6
664;1452103.0;1046853.6
665;1259159.9;1407508.4
666;384130.4;1072791.3
667;743610.6;1284376.5
668;1087747.7;1005475.1
669;1044430.3;1158710.1
670;891526.0;537797.3
671;643574.0;1050209.0
672;1622272.8;1322238.0
673;811178.9;1073648.6
674;1240325.9;994327.1
675;1461182.5;1301556.7
676;1088800.3;759958.1
677;972964.5;1125005.5
678;875502.7;578435.1
679;951753.1;948251.5
680;1515413.2;1232416.3
681;1312687.2;987869.3
682;506463.9;1141930.6
683;630285.8;917231.3
684;1281407.3;1063278.7
685;519495.7;1112180.8
686;478392.6;1069065.7
687;1330753.1;1332557.0
688;1381579.4;1263338.8
689;339880.1;766328.3
690;1265771.7;1371545.1
691;415129.2;969081.8
692;1232933.4;1007661.2
693;1502823.2;1185921.6
694;754413.5;1428487.9
695;790051.3;975416.7
696;931647.7;1466141.2
697;656096.4;526566.0
698;497633.2;1510986.8
699;1355327.4;989709.8
700;519185.2;1411318.0
701;985895.8;1006748.8
702;1528393.1;1228039.0
703;1273894.5;901550.4
704;544610.0;1098757.4
705;1085310.3;1106728.1
706;1310513.2;1176558.2
707;1100575.7;1201168.0
708;1247128.1;1408842.9
709;1215510.9;883250.3
710;545055.4;1278824.8
711;569744.0;960344.1
712;661418.2;1134497.2
713;1370223.3;1143890.5
714;787504.1;768634.0
715;1327670.9;1390650.5
716;913123.7;1325028.4
717;551297.9;1344644.1
718;422914.1;1325065.0
719;892081.8;718901.3
720;460309.2;810705.2
721;323195.3;778419.3
722;1081301.7;866152.6
723;1202033.7;1191316.8
724;1274807.0;756598.7
725;1171744.7;967018.1
726;1101463.9;1108457.5
727;1330299.7;1262076.1
728;1092116.5;1243990.5
729;666709.5;921926.6
730;578482.1;765969.3
731;1383076.1;1374073.6
732;1441805.5;1481515.3
733;1506241.3;1182431.4
734;1114368.2;1348642.6
735;1292388.9;935645.2
736;675169.1;1439659.2
737;859559.8;621764.3
738;720828.5;1501245.1
739;843296.8;611814.4
740;567353.8;1039284.2
741;1303467.3;934726.9
742;726947.5;746810.8
743;882087.0;1085258.6
744;1448018.8;1263446.6
745;359108.1;1032559.9
746;1201062.8;822681.3
747;472571.5;1004711.5
748;720390.8;484678.4
749;708696.1;1360233.7
750;533311.6;1182790.8
751;575454.0;1489366.2
752;948415.0;823008.0
753;453910.3;1406531.3
754;683143.8;1201164.9
755;692985.8;479933.6
756;928202.2;807794.5
757;827646.3;1323693.4
758;1176676.7;880285.4
759;872385.3;1354315.6
760;683145.6;758565.5
761;777595.2;930314.8
762;321830.9;772762.8
763;803354.7;866532.2
764;690945.7;737452.2
765;620478.3;893753.1
766;551833.1;1192666.4
767;1182826.0;861121.9
768;1212552.7;1371722.2
769;408981.6;890484.3
770;854581.0;546650.2
771;1473044.9;1203455.2
772;1130926.4;1251362.7
773;940928.1;1131183.9
774;613570.7;760196.1
775;422284.0;845050.3
776;538655.8;901831.0
777;582063.3;1245047.3
778;954540.8;733268.1
779;1491003.2;1244486.4
780;1231443.0;865700.2
781;1320064.1;887622.1
782;1278377.1;825740.6
783;448830.6;1357906.7
784;963607.2;1032881.1
785;1044200.2;940528.1
786;623826.2;647786.3
787;1579532.3;1354876.1
788;911108.9;1299213.6
789;953875.1;1059921.1
790;851658.8;791741.6
791;800618.8;733889.3
792;868503.1;735070.3
793;1451945.1;1219693.9
794;489307.2;790737.1
795;444195.2;1240794.7
796;902033.0;1087683.3
797;1106200.7;871063.5
798;774458.4;1211987.2
799;847224.4;1079855.2
800;695951.3;1226127.9
801;481816.2;844700.3
802;1141934.8;1186654.3
803;359381.7;1008005.9
804;1448773.4;1080180.3
805;1465514.5;1317143.7
806;1146159.2;1467324.1
807;788982.7;600217.2
808;424067.7;1381797.1
809;1169954.1;975763.9
810;623406.0;753833.5
811;368551.8;834767.5
812;928734.5;909610.8
813;678179.4;605088.6
814;1398122.7;976571.9
815;1072399.5;1416417.7
816;466463.9;917411.6
817;715716.5;895696.1
818;817934.5;1311048.3
819;1112380.0;969555.3
820;432430.3;724703.8
821;840232.8;1312199.5
822;843503.4;1097435.8
823;622389.3;857155.9
824;662363.4;1480719.5
825;1446118.8;1369297.2
826;1466111.8;1382203.2
827;459721.1;1371643.2
828;768204.7;604713.3
829;1263795.7;1339218.7
830;1147470.5;1184768.0
831;718397.7;1408266.3
832;916346.4;615202.7
833;689967.0;971050.7
834;663227.9;519737.8
835;1193326.3;1228976.4
836;1230023.6;943515.5
837;501189.6;1227883.4
838;1072810.6;1049107.6
839;567529.3;1133556.1
840;712433.0;1021365.1
841;661505.7;642050.3
842;755243.5;552909.3
843;371026.4;1010373.8
844;1268288.5;1238198.4
845;881284.3;539800.0
846;704241.4;1259108.5
847;495759.1;1024709.8
848;1403933.4;1296593.3
849;409471.0;1037873.7
850;1435690.1;1044540.8
851;620001.4;1137466.5
852;1411123.1;1283780.0
853;944075.6;1190801.0
854;973907.5;1060151.3
855;843727.1;1232516.8
856;441613.7;1168210.1
857;1453746.4;1383871.8
858;737740.1;1060333.8
859;953241.2;809093.5
860;1221486.9;896415.2
861;949355.1;803020.0
862;817532.2;1004941.8
863;1291022.7;1029674.9
864;837603.8;1426081.5
865;979405.2;910808.5
866;656370.4;1256104.8
867;791353.7;1338060.0
868;617401.6;608704.4
869;692817.5;1353296.8
870;1618799.0;1313848.9
871;1240468.1;1321982.5
872;828593.6;1307875.6
873;712014.5;684119.1
874;1011421.8;1191525.5
875;447269.4;1014015.1
876;1208877.2;806737.0
877;1250801.3;927902.3
878;468020.3;755052.3
879;1039983.0;1144950.6
880;659201.7;1300497.4
881;634279.3;638818.9
882;647196.0;1467033.6
883;826496.4;722797.2
884;876923.0;809026.4
885;1074525.1;788074.9
886;859717.8;830626.3
887;793555.7;1110006.4
888;645012.2;1055261.4
889;732291.4;1140607.2
890;508779.1;1163640.7
891;1092918.7;873143.5
892;681991.7;791943.0
893;1335300.9;1168755.7
894;706175.7;843566.0
895;645648.4;736732.5
896;970621.7;765429.3
897;1478460.3;1157685.2
898;1552287.6;1289603.3
899;998331.8;1424317.9
900;938639.0;1281372.3
901;548910.1;1085232.6
902;1248025.6;813177.7
903;525417.4;1463804.3
904;965984.6;1404536.3
905;918988.3;1079533.2
906;554598.1;894333.5
907;703454.6;930364.9
908;1203909.2;1070082.3
909;479767.3;1117799.6
910;907236.1;819675.9
911;813321.2;596003.0
912;892975.9;983545.9
913;969256.7;760957.6
914;1441414.1;1451408.6
915;418153.7;1111676.2
916;1233469.6;1028298.6
917;998601.9;1144267.1
918;1246215.7;740551.7
919;514393.0;975657.3
920;990914.9;1026202.9
921;620288.4;1276295.9
922;496548.2;1313367.1
923;1169377.7;1193565.6
924;1427561.3;1016474.4
925;1595514.8;1348798.4
926;870087.6;578531.7
927;1411953.0;1318751.7
928;1273639.6;1110344.8
929;490221.6;1327790.2
930;1099811.8;831365.2
931;972241.2;1448972.7
932;874166.8;669549.4
933;1510974.3;1515799.1
934;501543.1;833221.5
935;1366188.1;1264251.0
936;966566.1;1064462.1
937;652715.1;1084672.4
938;807580.6;921557.1
939;1319946.7;1223384.1
940;708842.1;1239980.6
941;619068.8;1238283.7
942;1007375.3;1148220.9
943;1063246.7;1211411.5
944;892440.2;555431.6
945;628628.1;882184.1
946;824052.0;676717.0
947;726246.7;625918.2
948;1032684.7;773322.1
949;438488.4;790596.6
950;666294.3;1083011.6
951;633949.5;630454.0
952;619714.1;1142249.9
953;1419720.2;1328199.6
954;1022972.2;1206401.3
955;434039.7;917665.3
956;842609.2;1376015.8
957;653936.2;614823.5
958;1167852.8;992952.7
959;338203.7;985095.2
960;1226733.6;1044509.9
961;1313737.5;939372.1
962;530559.0;856814.6
963;921015.3;973402.5
964;972011.8;1177799.2
965;1327355.8;1418536.4
966;1293157.7;1350791.1
967;479466.8;1463148.2
968;1278470.4;1398744.9
969;649153.7;862229.1
970;693871.4;606058.9
971;1116875.0;1110545.0
972;693152.0;1235824.6
973;313482.0;716470.8
974;972951.9;1342962.7
975;357679.1;869434.2
976;1238421.7;1460172.2
977;437062.0;1362803.5
978;706467.9;1192334.7
979;831177.0;675891.3
980;1095151.8;1081730.6
981;657760.4;1340328.5
982;552093.4;727716.1
983;1040734.6;1322611.4
984;1453173.4;1151639.6
985;886146.9;1155461.1
986;954115.2;1288209.2
987;558379.3;1506680.0
988;968362.3;718031.8
989;980782.2;851769.6
990;1220948.7;1274516.5
991;814933.4;1005554.5
992;1155046.5;1089722.0
993;603166.5;1407594.5
994;764959.9;576082.9
995;674558.6;1379175.5
996;452928.1;914600.6
997;716376.8;1498287.2
998;500659.3;922131.0
999;677512.3;1370598.4
1000;393394.7;945534.3
1001;1473574.3;1364291.1
1002;775417.0;1423605.4
1003;1356350.9;1049068.0
1004;632248.5;547774.5
1005;600223.6;974993.9
1006;676692.1;1279650.2
1007;818798.1;1123858.5
1008;972140.9;1244637.0
1009;1256009.8;1068490.5
1010;979520.4;692615.9
1011;846643.6;1421464.6
1012;682759.5;855635.4
1013;652936.7;1150338.3
1014;436817.8;972943.3
1015;1546391.8;1465997.3
1016;1352516.3;1353627.5
1017;460026.0;1138863.6
1018;1326669.3;1216479.8
1019;1418520.3;1462298.3
1020;874442.4;853770.1
1021;855400.3;641555.4
1022;1212300.2;1415068.6
1023;667385.0;1517350.8
1024;752347.2;992121.8
1025;1015487.4;1372135.6
1026;1353255.8;1092947.4
1027;414674.8;1117967.7
1028;554591.6;1149045.7
1029;834327.1;1213942.1
1030;723334.0;1363276.0
1031;1279836.4;740476.3
1032;1273775.4;924748.6
1033;1348511.7;1463524.3
1034;698508.0;1481990.1
1035;1147898.8;889011.2
1036;1511534.2;1437875.0
1037;1447350.8;1392051.5
1038;1042275.0;1283178.8
1039;711699.5;1509813.7
1040;1171306.0;998083.4
1041;1283181.1;874625.5
1042;1431942.3;1121323.4
1043;460303.2;1160491.8
1044;953720.6;1435602.1
1045;621888.2;957626.2
1046;629124.1;1275087.0
1047;583397.4;986907.0
1048;1245089.9;896276.2
1049;1185933.0;1371394.0
1050;510903.1;1415275.7
1051;528487.9;1394108.4
1052;982620.8;1369261.8
1053;667548.1;805687.2
1054;440069.9;1242948.0
1055;617360.6;1320749.2
1056;1298202.5;1261696.4
1057;841844.5;514771.9
1058;811811.9;1174094.6
1059;655588.9;1439413.0
1060;1227418.4;766061.7
1061;1372764.8;1409861.0
1062;1250237.1;756775.6
1063;984511.3;1138122.9
1064;620043.2;876462.8
1065;829576.0;677456.3
1066;680207.3;1276097.6
1067;1047013.4;890369.7
1068;1014044.0;1249780.8
1069;565038.7;856493.1
1070;1343990.8;1191210.4
1071;311565.2;874323.1
1072;1288433.9;995822.1
1073;510011.7;1387761.5
